SUPP_CODE,SUPP_NAME,BRAND_CODE,BRAND_COD2,BRAND_LINE,LINES,BRANDGROUP,GROUP,MAINGROUP,IB,TGT_QTR1,TGT_QTR2,TGT_QTR3,TGT_QTR4,TRG_TOT,SUP_TRG,RGROUP,TGROUP,RANKGRP,LINEFLAG,PRODUCT,GROUPLINES,BR_LINES,BR_CLASS,ITSUB_TYPE
16-120P,"C.D.SAMPLES,TESTERS & ADVT MATERIAL",0236,0236,SKIN CARE-SAMPLES,,,PROMOTIONAL MATERIAL (FOC,PROMOTIONAL ITEMS,0,0,0,0,0,0,0,,,,0,,,,,
16-120P,"C.D.SAMPLES,TESTERS & ADVT MATERIAL",0237,0237,IOD TESTERS,,,PROMOTIONAL MATERIAL (FOC,PROMOTIONAL ITEMS,0,0,0,0,0,0,0,,,,0,,,,,
16-120P,"C.D.SAMPLES,TESTERS & ADVT MATERIAL",0241,0241,DUNE-SAMPLES,,,PROMOTIONAL MATERIAL (FOC,PROMOTIONAL ITEMS,0,0,0,0,0,0,0,,,,0,,,,,
16-120P,"C.D.SAMPLES,TESTERS & ADVT MATERIAL",0242,0242,DUNE-TESTERS,,,PROMOTIONAL MATERIAL (FOC,PROMOTIONAL ITEMS,0,0,0,0,0,0,0,,,,0,,,,,
16-120P,"C.D.SAMPLES,TESTERS & ADVT MATERIAL",0243,0243,DUNE - DUMMY,,,PROMOTIONAL MATERIAL (FOC,PROMOTIONAL ITEMS,0,0,0,0,0,0,0,,,,0,,,,,
16-120P,"C.D.SAMPLES,TESTERS & ADVT MATERIAL",0244,0244,DUNE-ADVT MATERIAL,,,PROMOTIONAL MATERIAL (FOC,PROMOTIONAL ITEMS,0,0,0,0,0,0,0,,,,0,,,,,
16-120P,"C.D.SAMPLES,TESTERS & ADVT MATERIAL",0245,0245,DUNE MENS-TESTER,,,PROMOTIONAL MATERIAL (FOC,PROMOTIONAL ITEMS,0,0,0,0,0,0,0,,,,0,,,,,
16-120P,"C.D.SAMPLES,TESTERS & ADVT MATERIAL",0246,0246,DUNE MENS-SAMPLES,,,PROMOTIONAL MATERIAL (FOC,PROMOTIONAL ITEMS,0,0,0,0,0,0,0,,,,0,,,,,
16-120P,"C.D.SAMPLES,TESTERS & ADVT MATERIAL",0247,0247,DUNE MENS-ADVT. MATERIAL,,,PROMOTIONAL MATERIAL (FOC,PROMOTIONAL ITEMS,0,0,0,0,0,0,0,,,,0,,,,,
16-120P,"C.D.SAMPLES,TESTERS & ADVT MATERIAL",0321,0321,SKIN CARE SAMPLES,,,PROMOTIONAL MATERIAL (FOC,PROMOTIONAL ITEMS,0,0,0,0,0,0,0,,,,0,,,,,
16-120P,"C.D.SAMPLES,TESTERS & ADVT MATERIAL",0335,0335,SVELTE-TESTERS,,,PROMOTIONAL MATERIAL (FOC,PROMOTIONAL ITEMS,0,0,0,0,0,0,0,,,,0,,,,,
16-120P,"C.D.SAMPLES,TESTERS & ADVT MATERIAL",0336,0336,DIOR SVELTE SAMPLES,,,PROMOTIONAL MATERIAL (FOC,PROMOTIONAL ITEMS,0,0,0,0,0,0,0,,,,0,,,,,
16-120P,"C.D.SAMPLES,TESTERS & ADVT MATERIAL",0337,0337,SVELTE-SAMPLES,,,PROMOTIONAL MATERIAL (FOC,PROMOTIONAL ITEMS,0,0,0,0,0,0,0,,,,0,,,,,
16-120P,"C.D.SAMPLES,TESTERS & ADVT MATERIAL",0338,0338,SVELTE-PROMOTIONAL,,,PROMOTIONAL MATERIAL (FOC,PROMOTIONAL ITEMS,0,0,0,0,0,0,0,,,,0,,,,,
16-120P,"C.D.SAMPLES,TESTERS & ADVT MATERIAL",0339,0339,SVELTE-DUMMY,,,PROMOTIONAL MATERIAL (FOC,PROMOTIONAL ITEMS,0,0,0,0,0,0,0,,,,0,,,,,
16-120P,"C.D.SAMPLES,TESTERS & ADVT MATERIAL",0345,0345,ECLAT PARFAIT TESTER,,,PROMOTIONAL MATERIAL (FOC,PROMOTIONAL ITEMS,0,0,0,0,0,0,0,,,,0,,,,,
16-120P,"C.D.SAMPLES,TESTERS & ADVT MATERIAL",0346,0346,DIOR BRONZE - TESTERS,,,PROMOTIONAL MATERIAL (FOC,PROMOTIONAL ITEMS,0,0,0,0,0,0,0,,,,0,,,,,
16-120P,"C.D.SAMPLES,TESTERS & ADVT MATERIAL",0347,0347,DIOR BRONZE - SAMPLES,,,PROMOTIONAL MATERIAL (FOC,PROMOTIONAL ITEMS,0,0,0,0,0,0,0,,,,0,,,,,
16-120P,"C.D.SAMPLES,TESTERS & ADVT MATERIAL",0348,0348,DIOR BRONZE - ADVT. MATERIAL,,,PROMOTIONAL MATERIAL (FOC,PROMOTIONAL ITEMS,0,0,0,0,0,0,0,,,,0,,,,,
16-120P,"C.D.SAMPLES,TESTERS & ADVT MATERIAL",0351,0351,HYDRA STAR SAMPLES,,,PROMOTIONAL MATERIAL (FOC,PROMOTIONAL ITEMS,0,0,0,0,0,0,0,,,,0,,,,,
16-120P,"C.D.SAMPLES,TESTERS & ADVT MATERIAL",0353,0353,HYDRA STAR-TESTERS,,,PROMOTIONAL MATERIAL (FOC,PROMOTIONAL ITEMS,0,0,0,0,0,0,0,,,,0,,,,,
16-120P,"C.D.SAMPLES,TESTERS & ADVT MATERIAL",0354,0354,HYDRA STAR-ADVT MATERIAL,,,PROMOTIONAL MATERIAL (FOC,PROMOTIONAL ITEMS,0,0,0,0,0,0,0,,,,0,,,,,
16-120P,"C.D.SAMPLES,TESTERS & ADVT MATERIAL",0355,0355,MASCARA FLASH - TESTER,,,PROMOTIONAL MATERIAL (FOC,PROMOTIONAL ITEMS,0,0,0,0,0,0,0,,,,0,,,,,
16-120P,"C.D.SAMPLES,TESTERS & ADVT MATERIAL",0357,0357,MASCARA FLASH - ADVT. MAT.,,,PROMOTIONAL MATERIAL (FOC,PROMOTIONAL ITEMS,0,0,0,0,0,0,0,,,,0,,,,,
16-120P,"C.D.SAMPLES,TESTERS & ADVT MATERIAL",0358,0358,BLUSH REFLETS FOR HAIR,,,PROMOTIONAL MATERIAL (FOC,PROMOTIONAL ITEMS,0,0,0,0,0,0,0,,,,0,,,,,
16-120P,"C.D.SAMPLES,TESTERS & ADVT MATERIAL",0359,0359,ETHIQUE - TESTERS,,,PROMOTIONAL MATERIAL (FOC,PROMOTIONAL ITEMS,0,0,0,0,0,0,0,,,,0,,,,,
16-120P,"C.D.SAMPLES,TESTERS & ADVT MATERIAL",0371,0371,J'ADORE-TESTER,,,PROMOTIONAL MATERIAL (FOC,PROMOTIONAL ITEMS,0,0,0,0,0,0,0,,,,0,,,,,
16-120P,"C.D.SAMPLES,TESTERS & ADVT MATERIAL",0372,0372,J'ADORE-SAMPLE,,,PROMOTIONAL MATERIAL (FOC,PROMOTIONAL ITEMS,0,0,0,0,0,0,0,,,,0,,,,,
16-120P,"C.D.SAMPLES,TESTERS & ADVT MATERIAL",0373,0373,J'ADORE - ADVT.MATERIALS,,,PROMOTIONAL MATERIAL (FOC,PROMOTIONAL ITEMS,0,0,0,0,0,0,0,,,,0,,,,,
16-120P,"C.D.SAMPLES,TESTERS & ADVT MATERIAL",0374,0374,J'ADORE-PROMOTIONAL,,,PROMOTIONAL MATERIAL (FOC,PROMOTIONAL ITEMS,0,0,0,0,0,0,0,,,,0,,,,,
16-120P,"C.D.SAMPLES,TESTERS & ADVT MATERIAL",0381,0381,DIOR PRESTIGE-TESTER,,,PROMOTIONAL MATERIAL (FOC,PROMOTIONAL ITEMS,0,0,0,0,0,0,0,,,,0,,,,,
16-120P,"C.D.SAMPLES,TESTERS & ADVT MATERIAL",0383,0383,DIOR PRESTIGE-ADVT MATERIAL,,,PROMOTIONAL MATERIAL (FOC,PROMOTIONAL ITEMS,0,0,0,0,0,0,0,,,,0,,,,,
16-120P,"C.D.SAMPLES,TESTERS & ADVT MATERIAL",0384,0384,DIOR PRESTIGE-DUMMIES,,,PROMOTIONAL MATERIAL (FOC,PROMOTIONAL ITEMS,0,0,0,0,0,0,0,,,,0,,,,,
16-120P,"C.D.SAMPLES,TESTERS & ADVT MATERIAL",0391,0391,SKIN CARE M/UP REMOVER-TESTER,,,PROMOTIONAL MATERIAL (FOC,PROMOTIONAL ITEMS,0,0,0,0,0,0,0,,,,0,,,,,
16-120P,"C.D.SAMPLES,TESTERS & ADVT MATERIAL",0392,0392,SKIN CARE M/UP REMOVER-SAMPLE,,,PROMOTIONAL MATERIAL (FOC,PROMOTIONAL ITEMS,0,0,0,0,0,0,0,,,,0,,,,,
16-120P,"C.D.SAMPLES,TESTERS & ADVT MATERIAL",0393,0393,SKIN CARE M/UP REMOVER-ADV.MAT,,,PROMOTIONAL MATERIAL (FOC,PROMOTIONAL ITEMS,0,0,0,0,0,0,0,,,,0,,,,,
16-120P,"C.D.SAMPLES,TESTERS & ADVT MATERIAL",0394,0394,SKIN CARE M/UP REMOVER-DUMMIES,,,PROMOTIONAL MATERIAL (FOC,PROMOTIONAL ITEMS,0,0,0,0,0,0,0,,,,0,,,,,
16-120P,"C.D.SAMPLES,TESTERS & ADVT MATERIAL",0395,0395,REMEMBER ME- TESTER,,,,,0,0,0,0,0,0,0,,,,0,,,,,
16-120P,"C.D.SAMPLES,TESTERS & ADVT MATERIAL",0396,0396,REMEMBER ME- SAMPLE,,,,,0,0,0,0,0,0,0,,,,0,,,,,
16-120P,"C.D.SAMPLES,TESTERS & ADVT MATERIAL",0397,0397,REMEMBER ME -ADVT-MATERIAL,,,,,0,0,0,0,0,0,0,,,,0,,,,,
16-120P,"C.D.SAMPLES,TESTERS & ADVT MATERIAL",0401,0401,NO AGE -TESTER,,,,,0,0,0,0,0,0,0,,,,0,,,,,
16-120P,"C.D.SAMPLES,TESTERS & ADVT MATERIAL",0402,0402,NO AGE-SAMPLE,,,,,0,0,0,0,0,0,0,,,,0,,,,,
16-120P,"C.D.SAMPLES,TESTERS & ADVT MATERIAL",0403,0403,NO AGE- ADVT MATERIALS,,,,,0,0,0,0,0,0,0,,,,0,,,,,
16-120P,"C.D.SAMPLES,TESTERS & ADVT MATERIAL",0405,0405,DIOR SNOW - TESTER,,,,,0,0,0,0,0,0,0,,,,0,,,,,
16-120P,"C.D.SAMPLES,TESTERS & ADVT MATERIAL",0406,0406,DIOR SNOW -SAMPLE,,,,,0,0,0,0,0,0,0,,,,0,,,,,
16-120P,"C.D.SAMPLES,TESTERS & ADVT MATERIAL",0407,0407,DIOR SNOW-ADVT.MATERIALS,,,,,0,0,0,0,0,0,0,,,,0,,,,,
16-120P,"C.D.SAMPLES,TESTERS & ADVT MATERIAL",0408,0408,BIKINI BODY-TESTER,,,,,0,0,0,0,0,0,0,,,,0,,,,,
16-120P,"C.D.SAMPLES,TESTERS & ADVT MATERIAL",0409,0409,BIKINI BODY-ADVT MAT,,,,,0,0,0,0,0,0,0,,,,0,,,,,
16-120P,"C.D.SAMPLES,TESTERS & ADVT MATERIAL",0411,0411,HIGHER DIOR P/HOMME-SAMPLES,,,,,0,0,0,0,0,0,0,,,,0,,,,,
16-120P,"C.D.SAMPLES,TESTERS & ADVT MATERIAL",0412,0412,HIHGER DIOR P/HOMME-TESTERS,,,,,0,0,0,0,0,0,0,,,,0,,,,,
16-120P,"C.D.SAMPLES,TESTERS & ADVT MATERIAL",0413,0413,HIGHER DIOR P/HOMME-DUMMY,,,,,0,0,0,0,0,0,0,,,,0,,,,,
16-120P,"C.D.SAMPLES,TESTERS & ADVT MATERIAL",0414,0414,HIGHER DIOR P/H-ADV.MATERIALS,,,,,0,0,0,0,0,0,0,,,,0,,,,,
16-120P,"C.D.SAMPLES,TESTERS & ADVT MATERIAL",0500,0500,HYDRA MOVE-SAMPLE,,,,,0,0,0,0,0,0,0,,,,0,,,,,
16-120P,"C.D.SAMPLES,TESTERS & ADVT MATERIAL",0501,0501,HYDRA MOVE-TESTER,,,,,0,0,0,0,0,0,0,,,,0,,,,,
16-120P,"C.D.SAMPLES,TESTERS & ADVT MATERIAL",0502,0502,HYDRA MOVE-ADVT.MATERIALS,,,,,0,0,0,0,0,0,0,,,,0,,,,,
16-120P,"C.D.SAMPLES,TESTERS & ADVT MATERIAL",0503,0503,HYDRA MOVE-DUMMY,,,,,0,0,0,0,0,0,0,,,,0,,,,,
16-120P,"C.D.SAMPLES,TESTERS & ADVT MATERIAL",0600,0600,LOOK MAGNA-SAMPLE,,,,,0,0,0,0,0,0,0,,,,0,,,,,
16-120P,"C.D.SAMPLES,TESTERS & ADVT MATERIAL",0601,0601,LOOK MAGNA-TESTER,,,,,0,0,0,0,0,0,0,,,,0,,,,,
16-120P,"C.D.SAMPLES,TESTERS & ADVT MATERIAL",0602,0602,LOOK MAGNA-ADVT.MATERIALS,,,,,0,0,0,0,0,0,0,,,,0,,,,,
16-120P,"C.D.SAMPLES,TESTERS & ADVT MATERIAL",0603,0603,LOOK MAGNA-DUMMY,,,,,0,0,0,0,0,0,0,,,,0,,,,,
16-120P,"C.D.SAMPLES,TESTERS & ADVT MATERIAL",0604,0604,BIKINI-SAMPLES,,,,,0,0,0,0,0,0,0,,,,0,,,,,
16-120P,"C.D.SAMPLES,TESTERS & ADVT MATERIAL",0605,0605,BIKINI-TESTERS,,,,,0,0,0,0,0,0,0,,,,0,,,,,
16-120P,"C.D.SAMPLES,TESTERS & ADVT MATERIAL",0606,0606,BIKINI-ADVT MAT,,,,,0,0,0,0,0,0,0,,,,0,,,,,
16-120P,"C.D.SAMPLES,TESTERS & ADVT MATERIAL",0607,0607,BIKINI-DUMMIES,,,,,0,0,0,0,0,0,0,,,,0,,,,,
16-120P,"C.D.SAMPLES,TESTERS & ADVT MATERIAL",0701,0701,DIOR ADDICT-SAMPLE,,,,,0,0,0,0,0,0,0,,,,0,,,,,
16-120P,"C.D.SAMPLES,TESTERS & ADVT MATERIAL",0702,0702,DIOR ADDICT-TESTER,,,,,0,0,0,0,0,0,0,,,,0,,,,,
16-120P,"C.D.SAMPLES,TESTERS & ADVT MATERIAL",0703,0703,DIOR ADDICT-ADVT. MATERIALS,,,,,0,0,0,0,0,0,0,,,,0,,,,,
16-120P,"C.D.SAMPLES,TESTERS & ADVT MATERIAL",0704,0704,DIOR ADDICT-DUMMIES,,,,,0,0,0,0,0,0,0,,,,0,,,,,
16-120P,"C.D.SAMPLES,TESTERS & ADVT MATERIAL",1000,1000,GENERAL,,,PROMOTIONAL MATERIAL (FOC,PROMOTIONAL ITEMS,0,0,0,0,0,0,0,,,,0,,,,,
16-120D,CHRISTIAN DIOR DISCONTINUED ITEMS,0324,0324,SKIN CARE-CAPTURE-LIFT,,,C'DIOR DISCONTINUED,C'DIOR DISCONTINUED,0,0,0,0,0,0,0,CAPTURE R60/80,FACE SKINCARE,SKINCARE,0,,,,,
16-120D,CHRISTIAN DIOR DISCONTINUED ITEMS,0330,0330,SKIN CARE-ICONE III,,,C'DIOR DISCONTINUED,CHRISTIAN DIOR,0,0,0,0,0,0,0,ICONE,FACE SKINCARE,SKINCARE,0,,,,,
16-120D,CHRISTIAN DIOR DISCONTINUED ITEMS,0345,0345,ECLAT PARFAIT,,,C'DIOR,CHRISTIAN DIOR,0,0,0,0,0,0,0,ECLAT/VITALMINE,FACE SKINCARE,SKINCARE,0,,,,,
16-120D,CHRISTIAN DIOR DISCONTINUED ITEMS,0326,0326,SKIN CARE - SPF 30,,,C'DIOR,CHRISTIAN DIOR,0,0,0,0,0,0,0,UV20/C. DE DIOR,FACE SKINCARE,SKINCARE,0,,,,,
16-120D,CHRISTIAN DIOR DISCONTINUED ITEMS,0338,0338,SKIN CARE - SPECIFIC LEGS,,,C'DIOR DISCONTINUED,C'DIOR DISCOUNTINUED,0,0,0,0,0,0,0,OTHER BODY CARE,BODY CARE,SKINCARE,0,,,,,
16-120A,CHRISTIAN DIOR PROMOTIONAL ITEMS,0157,0157,HIGHER,,,C'DIOR PROMOTIONAL,C'DIOR PROMOTIONAL,0,0,0,0,0,0,0,PROMOTION,PROMOTION,,0,,,,,
16-120P,"C.D.SAMPLES,TESTERS & ADVT MATERIAL",0360,0360,ETHIQUE - SAMPLES,,,,,0,0,0,0,0,0,0,,,,0,,,,,
16-120,PARFUMS CHRISTIAN DIOR,0171,0171,I LOVE DIOR,,,C'DIOR,CHRISTIAN DIOR,0,0,0,0,0,111000,111000,I LOVE DIOR,WOMEN FRAGRANCES,WOMEN,0,,,,,
16-120,PARFUMS CHRISTIAN DIOR,0340,0340,CAPTURE R60/80,,,C'DIOR,CHRISTIAN DIOR,0,0,0,0,0,0,0,CAPTURE R60/80,FACE SKINCARE,SKINCARE,0,,,,,
16-120D,CHRISTIAN DIOR DISCONTINUED ITEMS,0340,0340,CAPTURE R60/80,,,C'DIOR DISCONTINUED,C'DIOR DISCONTINUED,0,0,0,0,0,0,0,CAPTURE R60/80,FACE SKINCARE,SKINCARE,0,,,,,
16-120P,"C.D.SAMPLES,TESTERS & ADVT MATERIAL",0340,0340,CAPTURE R60/80,,,,,0,0,0,0,0,0,0,,,,0,,,,,
16-120P,"C.D.SAMPLES,TESTERS & ADVT MATERIAL",0801,0801,I LOVE DIOR-SAMPLE,,,,,0,0,0,0,0,0,0,,,,0,,,,,
16-120P,"C.D.SAMPLES,TESTERS & ADVT MATERIAL",0802,0802,I LOVE DIOR-TESTER,,,,,0,0,0,0,0,0,0,,,,0,,,,,
16-120P,"C.D.SAMPLES,TESTERS & ADVT MATERIAL",0803,0803,I LOVE DIOR-ADVT.MAT,,,,,0,0,0,0,0,0,0,,,,0,,,,,
16-120P,"C.D.SAMPLES,TESTERS & ADVT MATERIAL",0804,0804,I LOVE DIOR-DUMMIES,,,,,0,0,0,0,0,0,0,,,,0,,,,,
16-120A,CHRISTIAN DIOR PROMOTIONAL ITEMS,0158,0158,ADDICT,,,C'DIOR PROMOTIONAL,C'DIOR PROMOTIONAL,0,0,0,0,0,0,0,PROMOTION,PROMOTION,,0,,,,,
16-120,PARFUMS CHRISTIAN DIOR,0360,0360,MASCARA DIOR SNOW,,,C'DIOR,CHRISTIAN DIOR,0,0,0,0,0,0,0,MAKE UP-HAIR,MAKE UP,MAKEUP,0,,,,,
16-120D,CHRISTIAN DIOR DISCONTINUED ITEMS,0360,0360,MASCARA DIOR SNOW,,,C'DIOR DISCONTINUED,C'DIOR DISCONTINUED,0,0,0,0,0,0,0,MAKE UP-HAIR,MAKE UP,MAKEUP,0,,,,,
16-120,PARFUMS CHRISTIAN DIOR,0172,0172,BIKINI,,,C'DIOR,CHRISTIAN DIOR,0,0,0,0,0,0,0,BIKINI,BODY CARE,SKINCARE,0,,,,,
16-120,PARFUMS CHRISTIAN DIOR,0230,0230,DOIR ADDICT ULTR GLOSS,,,C'DIOR,CHRISTIAN DIOR,0,0,0,0,0,0,0,MAKE UP-LIPS,MAKE UP,MAKEUP,0,,,,,
16-120,PARFUMS CHRISTIAN DIOR,0112,0112,JADORE EDT,,,C'DIOR,CHRISTIAN DIOR,0,0,0,0,0,0,0,J'ADORE,WOMEN FRAGRANCES,WOMEN,0,,,,,
16-120P,"C.D.SAMPLES,TESTERS & ADVT MATERIAL",0375,0375,JADORE EDT-TESTER,,,,,0,0,0,0,0,0,0,,,,0,,,,,
16-120P,"C.D.SAMPLES,TESTERS & ADVT MATERIAL",0376,0376,JADORE EDT-SAMPLE,,,,,0,0,0,0,0,0,0,,,,0,,,,,
16-120P,"C.D.SAMPLES,TESTERS & ADVT MATERIAL",0377,0377,JADORE EDT ADVT MAT,,,,,0,0,0,0,0,0,0,,,,0,,,,,
16-120,PARFUMS CHRISTIAN DIOR,0371,0371,ENERGY-MOVE,,,C'DIOR,CHRISTIAN DIOR,0,0,0,0,0,0,0,PROMOTION,PROMOTION,SKINCARE,0,,,,,
16-120,PARFUMS CHRISTIAN DIOR,0344,0344,CAPTURE LIFT,,,C'DIOR,CHRISTIAN DIOR,0,0,0,0,0,0,0,CAPTURE LIFT,FACE SKINCARE,SKINCARE,0,,,,,
16-120D,CHRISTIAN DIOR DISCONTINUED ITEMS,0344,0344,CAPTURE LIFT,,,C'DIOR DISCONTINUED,C'DIOR DISCONTINUED,0,0,0,0,0,0,0,CAPTURE LIFT,FACE SKINCARE,SKINCARE,0,,,,,
16-120,PARFUMS CHRISTIAN DIOR,0180,0180,HIGHER-ENERGY,,,C'DIOR,CHRISTIAN DIOR,0,0,0,0,0,204000,204000,HIGHER-ENERGY,MEN FRAGRANCES,MEN,0,,,,,
16-120D,CHRISTIAN DIOR DISCOTINUED ITEMS,0180,0180,HIGHER-ENERGY,,,C'DIOR DISCONTINUED,C'DIOR DISCONTINUED,0,0,0,0,0,0,0,HIGHER-ENERGY,MEN FRAGRANCES,MEN,0,,,,,
16-120P,"C.D.SAMPLES,TESTERS & ADVT MATERIAL",0901,0901,HIGHER ENERGY-SAMPLES,,,,,0,0,0,0,0,0,0,,,,0,,,,,
16-120P,"C.D.SAMPLES,TESTERS & ADVT MATERIAL",0902,0902,HIGHER ENERGY-TESTER,,,,,0,0,0,0,0,0,0,,,,0,,,,,
16-120P,"C.D.SAMPLES,TESTERS & ADVT MATERIAL",0903,0903,HIGHER ENERGY-ADV.MATERIALS,,,,,0,0,0,0,0,0,0,,,,0,,,,,
16-120P,"C.D.SAMPLES,TESTERS & ADVT MATERIAL",0904,0904,HIGHER ENERGY-DUMMY,,,,,0,0,0,0,0,0,0,,,,0,,,,,
16-120A,CHRISTIAN DIOR PROMOTIONAL ITEMS,0312,0312,CAPTURE R60/80,,,C'DIOR PROMOTIONAL,C'DIOR PROMATIONAL,0,0,0,0,0,0,0,PROMOTION,PROMOTION,,0,,,,,
16-120P,"C.D.SAMPLES,TESTERS & ADVT MATERIAL",0999,0999,BEAUTY CLINIC-TESTERS,,,,,0,0,0,0,0,0,0,,,,0,,,,,
16-120,PARFUMS CHRISTIAN DIOR,0232,0232,MAKE UP-LIPS(ADDICT ULTRA SHIN,,,C'DIOR,CHRISTIAN DIOR,0,0,0,0,0,0,0,MAKE UP-LIPS,MAKE UP,MAKEUP,0,,,,,
16-120,PARFUMS CHRISTIAN DIOR,0335,0335,SKIN CARE(CAPTURE FIRST ACTION,,,C'DIOR,CHRISTIAN DIOR,0,0,0,0,0,0,0,CAPTURE FIRST ACTION,FACE SKINCARE,SKINCARE,0,,,,,
16-120D,CHRISTIAN DIOR DISCONTINUED ITEMS,0335,0335,SKIN CARE(CAPTURE FIRST ACTION,,,C'DIOR DISCONTINUED,C'DIOR DISCONTINUED,0,0,0,0,0,0,0,CAPTURE FIRST ACTION,FACE SKINCARE,SKINCARE,0,,,,,
16-120,PARFUMS CHRISTIAN DIOR,0114,0114,CHRIS 1947,,,C'DIOR,CHRISTIAN DIOR,0,0,0,0,0,0,0,CHRIS,WOMEN FRAGRANCES,WOMEN,0,,,,,
16-120P,"C.D.SAMPLES,TESTERS & ADVT MATERIAL",0905,0905,CHRIS 47-SAMPLE,,,,,0,0,0,0,0,0,0,,,,0,,,,,
16-120P,"C.D.SAMPLES,TESTERS & ADVT MATERIAL",0906,0906,CHRIS 47-TESTER,,,,,0,0,0,0,0,0,0,,,,0,,,,,
16-120P,"C.D.SAMPLES,TESTERS & ADVT MATERIAL",0907,0907,CHRIS 47-ADV. MATERIALS,,,,,0,0,0,0,0,0,0,,,,0,,,,,
16-120P,"C.D.SAMPLES,TESTERS & ADVT MATERIAL",0908,0908,CHRIS 47 -DUMMY,,,,,0,0,0,0,0,0,0,,,,0,,,,,
16-120D,CHRISTIAN DIOR DISCONTINUED ITEMS,0228,0228,MAKE UP LIPS-DOUSTYI LIPS,,,C'DIOR DISCONTINUED,C'DIOR DISCOUNTINUED,0,0,0,0,0,0,0,MAKE UP-LIPS,MAKE UP,MAKEUP,0,,,,,
16-120D,CHRISTIAN DIOR DISCONTINUED ITEMS,0229,0229,MAKE UP-LIPS(ROUGE DIOR ADDICT,,,C'DIOR DISCONTINUED,C'DIOR DISCOUNTINUED,0,0,0,0,0,0,0,MAKE UP-LIPS,MAKE UP,MAKEUP,0,,,,,
16-120D,CHRISTIAN DIOR DISCONTINUED ITEMS,0230,0230,DIOR ADDICT ULTRA GLOSS,,,C'DIOR DISCONTINUED,C'DIOR DISCOUNTINUED,0,0,0,0,0,0,0,MAKE UP-LIPS,MAKE UP,MAKEUP,0,,,,,
16-120D,CHRISTIAN DIOR DISCONTINUED ITEMS,0309,0309,SKIN CARE-MASK,,,C'DIOR,CHRISTIAN DIOR,0,0,0,0,0,0,0,SKIN CARE-MASK,FACE SKINCARE,SKINCARE,0,,,,,
16-120D,CHRISTIAN DIOR DISCONTINUED ITEMS,0310,0310,SKIN CARE -IOD,,,C'DIOR DISCONTINUED,C'DIOR DISCOUNTINUED,0,0,0,0,0,0,0,SKIN CARE-IOD,FACE SKINCARE,SKINCARE,0,,,,,
16-120D,CHRISTIAN DIOR DISCONTINUED ITEMS,0329,0329,SKIN CARE -NO AGE,,,C'DIOR DISCONTINUED,CHRISTIAN DIOR,0,0,0,0,0,0,0,NO AGE,FACE SKINCARE,SKINCARE,0,,,,,
16-120D,CHRISTIAN DIOR DISCONTINUED ITEMS,0361,0361,DIOR SNOW-WHITENING,,,C'DIOR DISCONTINUED,C'DIOR DISCOUNTINUED,0,0,0,0,0,0,0,DIOR SNOW,FACE SKINCARE,SKINCARE,0,,,,,
16-120D,CHRISTIAN DIOR DISCONTINUED ITEMS,0364,0364,BIKINI BODY,,,C'DIOR DISCONTINUED,C'DIOR DISCOUNTINUED,20,0,0,0,0,0,0,BIKINI,BODY CARE,SKINCARE,0,,,,,
16-120D,CHRISTIAN DIOR DISCONTINUED ITEMS,0362,0362,BODY PRESTIGE,,,C'DIOR,CHRISTIAN DIOR,0,0,0,0,0,0,0,BODY PRESTIGE,BODY CARE,SKINCARE,0,,,,,
16-120A,CHRISTIAN DIOR PROMOTIONAL ITEMS,0160,0160,HIGHER DIOR,,,C'DIOR PROMOTIONAL,C'DIOR PROMOTIONAL,0,0,0,0,0,0,0,PROMOTION,PROMOTION,,0,,,,,
16-120A,CHRISTIAN DIOR PROMOTIONAL ITEMS,0180,0180,HIGHER ENERGY,,,C'DIOR PROMOTIONAL,C'DIOR PROMOTIONAL,0,0,0,0,0,0,0,PROMOTION,PROMOTION,,0,,,,,
16-120,PARFUMS CHRISTIAN DIOR,0233,0233,MAKE UP-LIPS (DIOR ADDICT),,,C'DIOR,CHRISTIAN DIOR,0,0,0,0,0,0,0,MAKE UP-LIPS,MAKE UP,MAKEUP,0,,,,,
16-120,PARFUMS CHRISTIAN DIOR,0162,0162,DIOR ADDICT EAU FRAICHE,,,C'DIOR,CHRISTIAN DIOR,0,0,0,0,0,16000,16000,DIOR ADICT EAU FRAICHE,WOMEN FRAGRANCES,WOMEN,0,,,,,
16-120P,"C.D.SAMPLES,TESTERS & ADVT MATERIAL",0706,0706,DIOR ADDICT EAU FRAICHE-SAMPLE,,,,,0,0,0,0,0,0,0,,,,0,,,,,
16-120P,"C.D.SAMPLES,TESTERS & ADVT MATERIAL",0707,0707,DIOR ADDICT EAU FRAICHE-TESTER,,,,,0,0,0,0,0,0,0,,,,0,,,,,
16-120P,"C.D.SAMPLES,TESTERS & ADVT MATERIAL",0708,0708,DIOR ADDICT EAU FRAICHE-ADT.MA,,,,,0,0,0,0,0,0,0,,,,0,,,,,
16-120P,"C.D.SAMPLES,TESTERS & ADVT MATERIAL",0709,0709,DIOR ADDICT EAU FRAICHE-DUMMIE,,,,,0,0,0,0,0,0,0,,,,0,,,,,
16-120P,"C.D.SAMPLES,TESTERS & ADVT MATERIAL",1003,1003,DIORSKIN-ADVTG. MATERIAL,,,,,0,0,0,0,0,0,0,,,,0,,,,,
