LOCATION,TYPE,DTE,VOUNO,REF_NO,PRICE_COST,QTY,UNITS,CATAGORY,DFLAG,AV_COST,WS_COST,RT_COST,SALE_COST,SUP_CUS,SUPP_CODE,BRAND_CODE,REF_NO2,ENTRYDTE,SALEMAN
1,5,1/15/2018,21810021,CD-205224009,0,1,1,P,,0,0,0,0,STKTR8,16-120P,1020,CDIOR,,
1,5,1/15/2018,21810021,CD-206244009,0,1,1,P,,0,0,0,0,STKTR8,16-120P,0016,CDIOR,,
1,5,1/15/2018,21810021,CD-205284009,0,1,1,P,,0,0,0,0,STKTR8,16-120P,0716,CDIOR,,
1,5,1/15/2018,21810022,CD-005342009,278,4,1,,,173.083,278,278,0,STKTR8,16-120,0109,CDIOR,,
1,5,1/15/2018,21810022,CD-007034849,245,4,1,,,143.821,245,245,0,STKTR8,16-120,0109,CDIOR,,
1,5,1/15/2018,21810022,CD-007322909,313,4,1,,,165.487,313,313,0,STKTR8,16-120,0109,CDIOR,,
1,5,1/15/2018,21810022,CD-034822800,391,4,1,,,243.763,391,391,0,STKTR8,16-120,0109,CDIOR,,
1,5,1/15/2018,21810022,CD-378176000,284,3,1,,,191.963,284,284,0,STKTR8,16-120,0109,SECTION S,,
1,5,1/15/2018,21810022,CD-001524000,209,4,1,,,130.572,209,209,0,STKTR8,16-120,0110,CDIOR,,
1,5,1/15/2018,21810022,CD-004013000,357,6,1,,,233.032,357,357,0,STKTR8,16-120,0110,CDIOR,,
1,5,1/15/2018,21810022,CD-041502000,17673,1,1,,,11089.571,17673,17673,0,STKTR8,16-120,0110,CDIOR,,
1,5,1/15/2018,21810022,CD-050015818,208,1,1,,,132.794,208,208,0,STKTR8,16-120,0110,CDIOR,,
1,5,1/15/2018,21810022,CD-061522709,273,2,1,,,158.288,273,273,0,STKTR8,16-120,0110,CDIOR,,
1,5,1/15/2018,21810022,CD-071522099,401,3,1,,,259.918,401,401,0,STKTR8,16-120,0110,CDIOR,,
1,5,1/15/2018,21810022,CD-071522239,414,6,1,,,271.976,414,414,0,STKTR8,16-120,0110,SECTION S,,
1,5,1/15/2018,21810022,CD-071523239,519,4,1,,,344.024,519,519,0,STKTR8,16-120,0110,SECTION S,,
1,5,1/15/2018,21810022,CD-071523709,500,2,1,,,320.158,500,500,0,STKTR8,16-120,0110,CDIOR,,
1,5,1/15/2018,21810022,CD-008322709,376,4,1,,,236.415,376,376,0,STKTR8,16-120,0115,CDIOR,,
1,5,1/15/2018,21810022,CD-003822870,376,4,1,,,232.343,376,376,0,STKTR8,16-120,0116,CDIOR,,
1,5,1/15/2018,21810022,CD-006037849,273,4,1,,,159.527,273,273,0,STKTR8,16-120,0116,CDIOR,,
1,5,1/15/2018,21810022,CD-007324709,502,1,1,,,335.856,502,502,0,STKTR8,16-120,0116,CDIOR,,
1,5,1/15/2018,21810022,CD-008307700,401,4,1,,,236.239,401,401,0,STKTR8,16-120,0116,CDIOR,,
1,5,1/15/2018,21810022,CD-055424709,127,4,1,,,73.109,127,127,0,STKTR8,16-120,0116,CDIOR,,
1,5,1/15/2018,21810022,CD-075408700,100,4,1,,,53.952,100,100,0,STKTR8,16-120,0116,CDIOR,,
1,5,1/15/2018,21810023,CD-005282009,246,6,1,,,149.151,246,246,0,STKTR8,16-120,0163,CDIOR,,
1,5,1/15/2018,21810023,CD-005284009,355,5,1,,,213.311,355,355,0,STKTR8,16-120,0163,CDIOR,,
1,5,1/15/2018,21810023,CD-006282809,278,6,1,,,183.511,278,278,0,STKTR8,16-120,0163,CDIOR,,
1,5,1/15/2018,21810023,CD-006282909,258,4,1,,,163.071,258,258,0,STKTR8,16-120,0163,CDIOR,,
1,5,1/15/2018,21810023,CD-006284809,393,6,1,,,262.66,393,393,0,STKTR8,16-120,0163,CDIOR,,
1,5,1/15/2018,21810023,CD-006282979,258,4,1,,,163.071,258,258,0,STKTR8,16-120,0164,CDIOR,,
1,5,1/15/2018,21810023,CD-050268810,139,2,1,,,85.076,139,139,0,STKTR8,16-120,0164,CDIOR,,
1,5,1/15/2018,21810023,CD-062622709,273,3,1,,,151.661,273,273,0,STKTR8,16-120,0164,CDIOR,,
1,5,1/15/2018,21810023,CD-055486200,133,1,1,,,87.781,133,133,0,STKTR8,16-120,0166,SECTION S,,
1,5,1/15/2018,21810023,CD-062824009,393,6,1,,,257.795,393,393,0,STKTR8,16-120,0170,SECTION S,,
1,5,1/15/2018,21810023,CD-7282009,373,2,1,,,241.054,373,373,0,STKTR8,16-120,0170,CDIOR,,
1,5,1/15/2018,21810023,CD-056548770,136,4,1,,,70.752,136,136,0,STKTR8,16-120,0181,CDIOR,,
1,5,1/15/2018,21810023,CD-065632809,190,6,1,,,105.631,190,190,0,STKTR8,16-120,0181,CDIOR,,
1,5,1/15/2018,21810024,CD-148243000,0,10,1,P,,0,0,0,0,STKTR19,16-120P,0011,SECTION P,,
1,5,1/15/2018,21810024,CD-186013000,0,3,1,P,,0,0,0,0,STKTR19,16-120P,0053,SECTION P,,
1,5,1/15/2018,21810024,CD-106681701,0,10,1,P,,0,0,0,0,STKTR19,16-120P,0131,CDIOR,,
1,5,1/15/2018,21810024,CD-186623000,0,10,1,P,,0,0,0,0,STKTR19,16-120P,0131,SECTION P,,
1,5,1/15/2018,21810024,CD-634085001,0,10,1,P,,0,0,0,0,STKTR19,16-120P,0151,SECTION P,,
1,5,1/15/2018,21810024,CD-139652004,0,4,1,P,,0,0,0,0,STKTR19,16-120P,0164,SECTION P,,
1,5,1/15/2018,21810024,CD-153048000,0,10,1,P,,0,0,0,0,STKTR19,16-120P,0211,SECTION P,,
1,5,1/15/2018,21810024,CD-153747000,0,10,1,P,,0,0,0,0,STKTR19,16-120P,0211,SECTION P,,
1,5,1/15/2018,21810024,CD-153970800,0,10,1,P,,0,0,0,0,STKTR19,16-120P,0211,CDIOR,,
1,5,1/15/2018,21810024,CD-156841000,0,10,1,P,,0,0,0,0,STKTR19,16-120P,0211,SECTION P,,
1,5,1/15/2018,21810024,CD-166731000,0,5,1,P,,0,0,0,0,STKTR19,16-120P,0215,SECTION P,,
1,5,1/15/2018,21810024,CD-168050000,0,10,1,P,,0,0,0,0,STKTR19,16-120P,0217,SECTION P,,
1,5,1/15/2018,21810024,CD-171580700,0,20,1,P,,0,0,0,0,STKTR19,16-120P,0372,CDIOR,,
1,5,1/15/2018,21810024,CD-657006000,0,20,1,P,,0,0,0,0,STKTR19,16-120P,0372,SECTION P,,
1,5,1/15/2018,21810024,CD-161581000,0,10,1,P,,0,0,0,0,STKTR19,16-120P,0376,SECTION P,,
1,5,1/15/2018,21810024,CD-139052008,0,5,1,P,,0,0,0,0,STKTR19,16-120P,0382,SECTION P,,
1,5,1/15/2018,21810024,CD-139033008,0,5,1,P,,0,0,0,0,STKTR19,16-120P,0382,SECTION P,,
1,5,1/15/2018,21810024,CD-142247000,0,5,1,P,,0,0,0,0,STKTR19,16-120P,0406,SECTION P,,
1,5,1/15/2018,21810024,CD-146019000,0,5,1,P,,0,0,0,0,STKTR19,16-120P,0406,SECTION P,,
1,5,1/15/2018,21810024,CD-185298000,0,5,1,P,,0,0,0,0,STKTR19,16-120P,0406,SECTION P,,
1,5,1/15/2018,21810024,CD-185292000,0,5,1,P,,0,0,0,0,STKTR19,16-120P,0406,SECTION P,,
1,5,1/15/2018,21810025,CD-185268020,0,5,1,P,,0,0,0,0,STKTR19,16-120P,0406,SECTION P,,
1,5,1/15/2018,21810025,CD-185271840,0,5,1,P,,0,0,0,0,STKTR19,16-120P,0406,SECTION P,,
1,5,1/15/2018,21810025,CD-162873000,0,20,1,P,,0,0,0,0,STKTR19,16-120P,0701,SECTION P,,
1,5,1/15/2018,21810025,CD-177809020,0,5,1,P,,0,0,0,0,STKTR19,16-120P,1001,SECTION P,,
1,5,1/15/2018,21810025,CD-634340030,0,10,1,P,,0,0,0,0,STKTR19,16-120P,1001,SECTION P,,
1,5,1/15/2018,21810025,CD-106893000,0,10,1,P,,0,0,0,0,STKTR19,16-120P,1004,SECTION P,,
1,5,1/15/2018,21810025,CD-147921000,0,10,1,P,,0,0,0,0,STKTR19,16-120P,1004,CDIOR,,
1,5,1/15/2018,21810025,CD-149233000,0,10,1,P,,0,0,0,0,STKTR19,16-120P,1004,SECTION P,,
1,5,1/15/2018,21810025,CD-141243400,0,10,1,P,,0,0,0,0,STKTR19,16-120P,1021,SECTION P,,
1,5,1/15/2018,21810025,CD-916695000,0,3,1,P,,0,0,0,0,STKTR19,16-120P,0184,SECTION P,,
1,5,1/15/2018,21810025,CD-916694000,0,3,1,P,,0,0,0,0,STKTR19,16-120P,0164,SECTION P,,
1,5,1/15/2018,21810026,CCP-090128009,1500,2,1,,,683.673,1500,1500,0,STKTR6,16-1203,0374,SECTION S,,
1,5,1/15/2018,21810026,CCP-090155009,1050,2,1,,,385.373,1050,1050,0,STKTR6,16-1203,0374,SECTION S,,
1,5,1/15/2018,21810026,CCP-095428009,1500,1,1,,,775.24,1500,1500,0,STKTR6,16-1203,0382,SECTION S,,
1,5,1/15/2018,21810026,CCP-084016000,2100,1,1,,,1089.507,2100,2100,0,STKTR6,16-1203,0387,SECTION S,,
1,5,1/15/2018,21810026,CCP-084028009,1500,1,1,,,804.435,1500,1500,0,STKTR6,16-1203,0387,SECTION S,,
1,5,1/15/2018,21810026,CCP-076828009,1500,2,1,,,801.175,1500,1500,0,STKTR6,16-1203,0391,SECTION S,,
1,5,1/15/2018,21810027,CD-148243000,0,20,1,P,,0,0,0,0,STKTR16,16-120P,0011,SECTION P,,
1,5,1/15/2018,21810027,CD-186013000,0,3,1,P,,0,0,0,0,STKTR16,16-120P,0053,SECTION P,,
1,5,1/15/2018,21810027,CD-106681701,0,10,1,P,,0,0,0,0,STKTR16,16-120P,0131,CDIOR,,
1,5,1/15/2018,21810027,CD-186623000,0,10,1,P,,0,0,0,0,STKTR16,16-120P,0131,SECTION P,,
1,5,1/15/2018,21810027,CD-634085001,0,20,1,P,,0,0,0,0,STKTR16,16-120P,0151,SECTION P,,
1,5,1/15/2018,21810027,CD-139652004,0,6,1,P,,0,0,0,0,STKTR16,16-120P,0164,SECTION P,,
1,5,1/15/2018,21810027,CD-153048000,0,10,1,P,,0,0,0,0,STKTR16,16-120P,0211,SECTION P,,
1,5,1/15/2018,21810027,CD-153747000,0,10,1,P,,0,0,0,0,STKTR16,16-120P,0211,SECTION P,,
1,5,1/15/2018,21810027,CD-153970800,0,20,1,P,,0,0,0,0,STKTR16,16-120P,0211,CDIOR,,
1,5,1/15/2018,21810027,CD-156841000,0,10,1,P,,0,0,0,0,STKTR16,16-120P,0211,SECTION P,,
1,5,1/15/2018,21810027,CD-166731000,0,5,1,P,,0,0,0,0,STKTR16,16-120P,0215,SECTION P,,
1,5,1/15/2018,21810027,CD-168050000,0,10,1,P,,0,0,0,0,STKTR16,16-120P,0217,SECTION P,,
1,5,1/15/2018,21810027,CD-171580700,0,30,1,P,,0,0,0,0,STKTR16,16-120P,0372,CDIOR,,
1,5,1/15/2018,21810027,CD-657006000,0,10,1,P,,0,0,0,0,STKTR16,16-120P,0372,SECTION P,,
1,5,1/15/2018,21810027,CD-161581000,0,20,1,P,,0,0,0,0,STKTR16,16-120P,0376,SECTION P,,
1,5,1/15/2018,21810027,CD-139052008,0,5,1,P,,0,0,0,0,STKTR16,16-120P,0382,SECTION P,,
1,5,1/15/2018,21810027,CD-139033008,0,5,1,P,,0,0,0,0,STKTR16,16-120P,0382,SECTION P,,
1,5,1/15/2018,21810027,CD-142247000,0,5,1,P,,0,0,0,0,STKTR16,16-120P,0406,SECTION P,,
1,5,1/15/2018,21810027,CD-146019000,0,5,1,P,,0,0,0,0,STKTR16,16-120P,0406,SECTION P,,
1,5,1/15/2018,21810027,CD-185298000,0,5,1,P,,0,0,0,0,STKTR16,16-120P,0406,SECTION P,,
1,5,1/15/2018,21810027,CD-185292000,0,5,1,P,,0,0,0,0,STKTR16,16-120P,0406,SECTION P,,
1,5,1/15/2018,21810028,CD-148243000,0,20,1,P,,0,0,0,0,STKTR22,16-120P,0011,SECTION P,,
1,5,1/15/2018,21810028,CD-186013000,0,3,1,P,,0,0,0,0,STKTR22,16-120P,0053,SECTION P,,
1,5,1/15/2018,21810028,CD-106681701,0,10,1,P,,0,0,0,0,STKTR22,16-120P,0131,CDIOR,,
1,5,1/15/2018,21810028,CD-186623000,0,10,1,P,,0,0,0,0,STKTR22,16-120P,0131,SECTION P,,
1,5,1/15/2018,21810028,CD-634085001,0,20,1,P,,0,0,0,0,STKTR22,16-120P,0151,SECTION P,,
1,5,1/15/2018,21810028,CD-139652004,0,6,1,P,,0,0,0,0,STKTR22,16-120P,0164,SECTION P,,
1,5,1/15/2018,21810028,CD-153048000,0,10,1,P,,0,0,0,0,STKTR22,16-120P,0211,SECTION P,,
1,5,1/15/2018,21810028,CD-153747000,0,10,1,P,,0,0,0,0,STKTR22,16-120P,0211,SECTION P,,
1,5,1/15/2018,21810028,CD-153970800,0,20,1,P,,0,0,0,0,STKTR22,16-120P,0211,CDIOR,,
1,5,1/15/2018,21810028,CD-156841000,0,10,1,P,,0,0,0,0,STKTR22,16-120P,0211,SECTION P,,
1,5,1/15/2018,21810028,CD-166731000,0,5,1,P,,0,0,0,0,STKTR22,16-120P,0215,SECTION P,,
1,5,1/15/2018,21810028,CD-168050000,0,10,1,P,,0,0,0,0,STKTR22,16-120P,0217,SECTION P,,
1,5,1/15/2018,21810028,CD-171580700,0,30,1,P,,0,0,0,0,STKTR22,16-120P,0372,CDIOR,,
1,5,1/15/2018,21810028,CD-657006000,0,10,1,P,,0,0,0,0,STKTR22,16-120P,0372,SECTION P,,
1,5,1/15/2018,21810028,CD-161581000,0,20,1,P,,0,0,0,0,STKTR22,16-120P,0376,SECTION P,,
1,5,1/15/2018,21810028,CD-139052008,0,5,1,P,,0,0,0,0,STKTR22,16-120P,0382,SECTION P,,
1,5,1/15/2018,21810028,CD-139033008,0,5,1,P,,0,0,0,0,STKTR22,16-120P,0382,SECTION P,,
1,5,1/15/2018,21810028,CD-142247000,0,5,1,P,,0,0,0,0,STKTR22,16-120P,0406,SECTION P,,
1,5,1/15/2018,21810028,CD-146019000,0,5,1,P,,0,0,0,0,STKTR22,16-120P,0406,SECTION P,,
1,5,1/15/2018,21810028,CD-185298000,0,5,1,P,,0,0,0,0,STKTR22,16-120P,0406,SECTION P,,
1,5,1/15/2018,21810028,CD-185292000,0,5,1,P,,0,0,0,0,STKTR22,16-120P,0406,SECTION P,,
1,5,1/15/2018,21810029,CD-148243000,0,20,1,P,,0,0,0,0,STKTR14,16-120P,0011,SECTION P,,
1,5,1/15/2018,21810029,CD-186013000,0,3,1,P,,0,0,0,0,STKTR14,16-120P,0053,SECTION P,,
1,5,1/15/2018,21810029,CD-106681701,0,10,1,P,,0,0,0,0,STKTR14,16-120P,0131,CDIOR,,
1,5,1/15/2018,21810029,CD-186623000,0,10,1,P,,0,0,0,0,STKTR14,16-120P,0131,SECTION P,,
1,5,1/15/2018,21810029,CD-634085001,0,20,1,P,,0,0,0,0,STKTR14,16-120P,0151,SECTION P,,
1,5,1/15/2018,21810029,CD-139652004,0,6,1,P,,0,0,0,0,STKTR14,16-120P,0164,SECTION P,,
1,5,1/15/2018,21810029,CD-153048000,0,10,1,P,,0,0,0,0,STKTR14,16-120P,0211,SECTION P,,
1,5,1/15/2018,21810029,CD-153747000,0,10,1,P,,0,0,0,0,STKTR14,16-120P,0211,SECTION P,,
1,5,1/15/2018,21810029,CD-153970800,0,20,1,P,,0,0,0,0,STKTR14,16-120P,0211,CDIOR,,
1,5,1/15/2018,21810029,CD-156841000,0,10,1,P,,0,0,0,0,STKTR14,16-120P,0211,SECTION P,,
1,5,1/15/2018,21810029,CD-166731000,0,5,1,P,,0,0,0,0,STKTR14,16-120P,0215,SECTION P,,
1,5,1/15/2018,21810029,CD-168050000,0,10,1,P,,0,0,0,0,STKTR14,16-120P,0217,SECTION P,,
1,5,1/15/2018,21810029,CD-171580700,0,30,1,P,,0,0,0,0,STKTR14,16-120P,0372,CDIOR,,
1,5,1/15/2018,21810029,CD-657006000,0,10,1,P,,0,0,0,0,STKTR14,16-120P,0372,SECTION P,,
1,5,1/15/2018,21810029,CD-161581000,0,20,1,P,,0,0,0,0,STKTR14,16-120P,0376,SECTION P,,
1,5,1/15/2018,21810029,CD-139052008,0,5,1,P,,0,0,0,0,STKTR14,16-120P,0382,SECTION P,,
1,5,1/15/2018,21810029,CD-139033008,0,5,1,P,,0,0,0,0,STKTR14,16-120P,0382,SECTION P,,
1,5,1/15/2018,21810029,CD-142247000,0,5,1,P,,0,0,0,0,STKTR14,16-120P,0406,SECTION P,,
1,5,1/15/2018,21810029,CD-146019000,0,5,1,P,,0,0,0,0,STKTR14,16-120P,0406,SECTION P,,
1,5,1/15/2018,21810029,CD-185298000,0,5,1,P,,0,0,0,0,STKTR14,16-120P,0406,SECTION P,,
1,5,1/15/2018,21810029,CD-185292000,0,5,1,P,,0,0,0,0,STKTR14,16-120P,0406,SECTION P,,
1,5,1/15/2018,21810030,CCP-106255000,0,10,1,P,,0,0,0,0,STKTR14,16-1203P,0002,SECTION P,,
1,5,1/15/2018,21810030,CCP-109255000,0,10,1,P,,0,0,0,0,STKTR14,16-1203P,0002,SECTION P,,
1,5,1/15/2018,21810030,CCP-190718000,0,5,1,P,,0,0,0,0,STKTR14,16-1203P,0003,SECTION P,,
1,5,1/15/2018,21810030,CCP-190818000,0,5,1,P,,0,0,0,0,STKTR14,16-1203P,0003,SECTION P,,
1,5,1/15/2018,21810030,CCP-195018000,0,10,1,P,,0,0,0,0,STKTR14,16-1203P,0003,SECTION P,,
1,5,1/15/2018,21810030,CCP-195818000,0,10,1,P,,0,0,0,0,STKTR14,16-1203P,0003,SECTION P,,
1,5,1/15/2018,21810030,CCP-190918000,0,10,1,P,,0,0,0,0,STKTR14,16-1203P,0387,SECTION P,,
1,5,1/15/2018,21810030,CCP-190418000,0,5,1,P,,0,0,0,0,STKTR14,16-1203P,0003,SECTION P,,
1,5,1/15/2018,21810030,CCP-176818000,0,5,1,P,,0,0,0,0,STKTR14,16-1203P,0003,SECTION P,,
1,5,1/15/2018,21810031,CCP-106255000,0,5,1,P,,0,0,0,0,STKTR6,16-1203P,0002,SECTION P,,
1,5,1/15/2018,21810031,CCP-109255000,0,5,1,P,,0,0,0,0,STKTR6,16-1203P,0002,SECTION P,,
1,5,1/15/2018,21810031,CCP-190718000,0,5,1,P,,0,0,0,0,STKTR6,16-1203P,0003,SECTION P,,
1,5,1/15/2018,21810031,CCP-190818000,0,5,1,P,,0,0,0,0,STKTR6,16-1203P,0003,SECTION P,,
1,5,1/15/2018,21810031,CCP-195018000,0,5,1,P,,0,0,0,0,STKTR6,16-1203P,0003,SECTION P,,
1,5,1/15/2018,21810031,CCP-195818000,0,5,1,P,,0,0,0,0,STKTR6,16-1203P,0003,SECTION P,,
1,5,1/15/2018,21810031,CCP-190918000,0,5,1,P,,0,0,0,0,STKTR6,16-1203P,0387,SECTION P,,
1,5,1/15/2018,21810031,CCP-190418000,0,5,1,P,,0,0,0,0,STKTR6,16-1203P,0003,SECTION P,,
1,5,1/15/2018,21810031,CCP-176818000,0,5,1,P,,0,0,0,0,STKTR6,16-1203P,0003,SECTION P,,
1,5,1/15/2018,21810032,CCP-284028009,0,1,1,P,,0,0,0,0,STKTR6,16-1203P,0001,SECTION P,,
1,5,1/15/2018,21810032,CCP-295328009,0,1,1,P,,0,0,0,0,STKTR6,16-1203P,0001,SECTION P,,
1,5,1/15/2018,21810033,CD-916695000,0,3,1,P,,0,0,0,0,STKTR6,16-120P,0184,SECTION P,,
1,5,1/15/2018,21810033,CD-916694000,0,3,1,P,,0,0,0,0,STKTR6,16-120P,0164,SECTION P,,
1,5,1/15/2018,21810034,CD-148243000,0,10,1,P,,0,0,0,0,STKTR6,16-120P,0011,SECTION P,,
1,5,1/15/2018,21810034,CD-186013000,0,3,1,P,,0,0,0,0,STKTR6,16-120P,0053,SECTION P,,
1,5,1/15/2018,21810034,CD-106681701,0,10,1,P,,0,0,0,0,STKTR6,16-120P,0131,CDIOR,,
1,5,1/15/2018,21810034,CD-186623000,0,10,1,P,,0,0,0,0,STKTR6,16-120P,0131,SECTION P,,
1,5,1/15/2018,21810034,CD-634085001,0,10,1,P,,0,0,0,0,STKTR6,16-120P,0151,SECTION P,,
1,5,1/15/2018,21810034,CD-139652004,0,4,1,P,,0,0,0,0,STKTR6,16-120P,0164,SECTION P,,
1,5,1/15/2018,21810034,CD-153048000,0,10,1,P,,0,0,0,0,STKTR6,16-120P,0211,SECTION P,,
1,5,1/15/2018,21810034,CD-153747000,0,10,1,P,,0,0,0,0,STKTR6,16-120P,0211,SECTION P,,
1,5,1/15/2018,21810034,CD-153970800,0,10,1,P,,0,0,0,0,STKTR6,16-120P,0211,CDIOR,,
1,5,1/15/2018,21810034,CD-156841000,0,10,1,P,,0,0,0,0,STKTR6,16-120P,0211,SECTION P,,
1,5,1/15/2018,21810034,CD-166731000,0,5,1,P,,0,0,0,0,STKTR6,16-120P,0215,SECTION P,,
1,5,1/15/2018,21810034,CD-168050000,0,10,1,P,,0,0,0,0,STKTR6,16-120P,0217,SECTION P,,
1,5,1/15/2018,21810034,CD-171580700,0,20,1,P,,0,0,0,0,STKTR6,16-120P,0372,CDIOR,,
1,5,1/15/2018,21810034,CD-657006000,0,10,1,P,,0,0,0,0,STKTR6,16-120P,0372,SECTION P,,
1,5,1/15/2018,21810034,CD-161581000,0,10,1,P,,0,0,0,0,STKTR6,16-120P,0376,SECTION P,,
1,5,1/15/2018,21810034,CD-139052008,0,5,1,P,,0,0,0,0,STKTR6,16-120P,0382,SECTION P,,
1,5,1/15/2018,21810034,CD-139033008,0,5,1,P,,0,0,0,0,STKTR6,16-120P,0382,SECTION P,,
1,5,1/15/2018,21810034,CD-142247000,0,5,1,P,,0,0,0,0,STKTR6,16-120P,0406,SECTION P,,
1,5,1/15/2018,21810034,CD-146019000,0,5,1,P,,0,0,0,0,STKTR6,16-120P,0406,SECTION P,,
1,5,1/15/2018,21810034,CD-185298000,0,5,1,P,,0,0,0,0,STKTR6,16-120P,0406,SECTION P,,
1,5,1/15/2018,21810034,CD-185292000,0,5,1,P,,0,0,0,0,STKTR6,16-120P,0406,SECTION P,,
1,5,1/15/2018,21810035,CD-185268020,0,5,1,P,,0,0,0,0,STKTR6,16-120P,0406,SECTION P,,
1,5,1/15/2018,21810035,CD-185271840,0,5,1,P,,0,0,0,0,STKTR6,16-120P,0406,SECTION P,,
1,5,1/15/2018,21810035,CD-162873000,0,20,1,P,,0,0,0,0,STKTR6,16-120P,0701,SECTION P,,
1,5,1/15/2018,21810035,CD-177809020,0,5,1,P,,0,0,0,0,STKTR6,16-120P,1001,SECTION P,,
1,5,1/15/2018,21810035,CD-634340030,0,10,1,P,,0,0,0,0,STKTR6,16-120P,1001,SECTION P,,
1,5,1/15/2018,21810035,CD-106893000,0,10,1,P,,0,0,0,0,STKTR6,16-120P,1004,SECTION P,,
1,5,1/15/2018,21810035,CD-147921000,0,10,1,P,,0,0,0,0,STKTR6,16-120P,1004,CDIOR,,
1,5,1/15/2018,21810035,CD-149233000,0,10,1,P,,0,0,0,0,STKTR6,16-120P,1004,SECTION P,,
1,5,1/15/2018,21810035,CD-141243400,0,10,1,P,,0,0,0,0,STKTR6,16-120P,1021,SECTION P,,
1,5,1/16/2018,21810036,CD-185268020,0,5,1,P,,0,0,0,0,STKTR16,16-120P,0406,SECTION P,,
1,5,1/16/2018,21810036,CD-185271840,0,5,1,P,,0,0,0,0,STKTR16,16-120P,0406,SECTION P,,
1,5,1/16/2018,21810036,CD-162873000,0,20,1,P,,0,0,0,0,STKTR16,16-120P,0701,SECTION P,,
1,5,1/16/2018,21810036,CD-177809020,0,5,1,P,,0,0,0,0,STKTR16,16-120P,1001,SECTION P,,
1,5,1/16/2018,21810036,CD-634340030,0,10,1,P,,0,0,0,0,STKTR16,16-120P,1001,SECTION P,,
1,5,1/16/2018,21810036,CD-106893000,0,10,1,P,,0,0,0,0,STKTR16,16-120P,1004,SECTION P,,
1,5,1/16/2018,21810036,CD-147921000,0,10,1,P,,0,0,0,0,STKTR16,16-120P,1004,CDIOR,,
1,5,1/16/2018,21810036,CD-149233000,0,10,1,P,,0,0,0,0,STKTR16,16-120P,1004,SECTION P,,
1,5,1/16/2018,21810036,CD-141243400,0,20,1,P,,0,0,0,0,STKTR16,16-120P,1021,SECTION P,,
1,5,1/16/2018,21810036,CD-916695000,0,3,1,P,,0,0,0,0,STKTR16,16-120P,0184,SECTION P,,
1,5,1/16/2018,21810036,CD-916694000,0,3,1,P,,0,0,0,0,STKTR16,16-120P,0164,SECTION P,,
1,5,1/16/2018,21810036,CD-916782000,0,3,1,P,,0,0,0,0,STKTR16,16-120P,1022,SECTION P,,
1,5,1/16/2018,21810036,CD-916743000,0,3,1,P,,0,0,0,0,STKTR16,16-120P,0174,SECTION P,,
1,5,1/16/2018,21810037,CD-185268020,0,5,1,P,,0,0,0,0,STKTR22,16-120P,0406,SECTION P,,
1,5,1/16/2018,21810037,CD-185271840,0,5,1,P,,0,0,0,0,STKTR22,16-120P,0406,SECTION P,,
1,5,1/16/2018,21810037,CD-162873000,0,20,1,P,,0,0,0,0,STKTR22,16-120P,0701,SECTION P,,
1,5,1/16/2018,21810037,CD-177809020,0,5,1,P,,0,0,0,0,STKTR22,16-120P,1001,SECTION P,,
1,5,1/16/2018,21810037,CD-634340030,0,10,1,P,,0,0,0,0,STKTR22,16-120P,1001,SECTION P,,
1,5,1/16/2018,21810037,CD-106893000,0,10,1,P,,0,0,0,0,STKTR22,16-120P,1004,SECTION P,,
1,5,1/16/2018,21810037,CD-147921000,0,10,1,P,,0,0,0,0,STKTR22,16-120P,1004,CDIOR,,
1,5,1/16/2018,21810037,CD-149233000,0,10,1,P,,0,0,0,0,STKTR22,16-120P,1004,SECTION P,,
1,5,1/16/2018,21810037,CD-141243400,0,20,1,P,,0,0,0,0,STKTR22,16-120P,1021,SECTION P,,
1,5,1/16/2018,21810037,CD-916695000,0,3,1,P,,0,0,0,0,STKTR22,16-120P,0184,SECTION P,,
1,5,1/16/2018,21810037,CD-916694000,0,3,1,P,,0,0,0,0,STKTR22,16-120P,0164,SECTION P,,
1,5,1/16/2018,21810037,CD-916782000,0,3,1,P,,0,0,0,0,STKTR22,16-120P,1022,SECTION P,,
1,5,1/16/2018,21810037,CD-916743000,0,3,1,P,,0,0,0,0,STKTR22,16-120P,0174,SECTION P,,
1,5,1/16/2018,21810038,CCP-106255000,0,10,1,P,,0,0,0,0,STKTR22,16-1203P,0002,SECTION P,,
1,5,1/16/2018,21810038,CCP-109255000,0,10,1,P,,0,0,0,0,STKTR22,16-1203P,0002,SECTION P,,
1,5,1/16/2018,21810038,CCP-190718000,0,5,1,P,,0,0,0,0,STKTR22,16-1203P,0003,SECTION P,,
1,5,1/16/2018,21810038,CCP-190818000,0,5,1,P,,0,0,0,0,STKTR22,16-1203P,0003,SECTION P,,
1,5,1/16/2018,21810038,CCP-195018000,0,10,1,P,,0,0,0,0,STKTR22,16-1203P,0003,SECTION P,,
1,5,1/16/2018,21810038,CCP-195818000,0,10,1,P,,0,0,0,0,STKTR22,16-1203P,0003,SECTION P,,
1,5,1/16/2018,21810038,CCP-190918000,0,10,1,P,,0,0,0,0,STKTR22,16-1203P,0387,SECTION P,,
1,5,1/16/2018,21810038,CCP-190418000,0,5,1,P,,0,0,0,0,STKTR22,16-1203P,0003,SECTION P,,
1,5,1/16/2018,21810038,CCP-176818000,0,5,1,P,,0,0,0,0,STKTR22,16-1203P,0003,SECTION P,,
