REF_NO,REF_NO2,REF_NO3,DESCRIP,BRAND_LINE,BRAND_LIN2,SUPP_CODE,GROUP,MAINGROUP,MR_COST,AVE_COST,MR_LNDCOST,CURRENCY,UNITS,UNITS2,SUPP_UNIT,STK_LOC1,OP_AVCOST,MRK_COST,BATPROM1,PROMQTY,TOT_DAMQTY,LAST_RECDT,LAST_ISSDT,QTY_ORDER,EXPECTDTE,PRICE_WSCH,PRICE_RTCH,PRICE_VNCH,PRICE_UNIT,OPSTKLOC,OPENDTE,PURCCODE,SALECODE,IBCODE,BATCST1,BATLNDCST1,BATQTY1,BATDTE1,BATORD1,LAT_PRICE,CSOCODE,LST_INVNO,LST_GRVNO,CNT_ORIGN,DISCOUNT,OFF_PRICE,BAR_CODE,IB
CD-099385000,SECTION P,F099385000,ROUGE BRILLIANT APPLICATOR X50,0174,,16-120P,,,,0,,USD,PCS,1,1,0,0,,8,,0,3/15/2015,3/30/2015,,,0,0,0,1,0,1/1/2018,18-120P,19-120P,20-120P,0,0,8,3/15/2015,10-1923,,,,,,0,0,,
CD-234432000,SECTION P,F234432000,SOBERT SERUM,0187,,16-120P,,,,0,,USD,30ML,1,1,9,0,,4,,0,9/3/2015,5/19/2016,,,0,0,0,1,9,1/1/2018,18-120P,19-120P,20-120P,0,0,4,9/3/2015,10-2320,,,,,,0,0,,
CD-234953000,SECTION P,F234953000,SOBERT SERUM CRM,0187,,16-120P,,,,0,,USD,50ML,1,1,2,0,,3,,0,1/31/2016,7/27/2016,,,0,0,0,1,2,1/1/2018,18-120P,19-120P,20-120P,0,0,3,1/31/2016,10-2606,,,,,,0,0,,
CD-132033000,SECTION P,F132033000,SERUM,0186,,16-120P,,,,0,,USD,5ML,1,1,0,0,,400,,0,8/13/2015,5/4/2016,,,0,0,0,1,0,1/1/2018,18-120P,19-120P,20-120P,0,0,400,8/13/2015,10-2270,,,,,,0,0,,
CD-132050000,SECTION P,F132050000,SOBERT CRM,0186,,16-120P,,,,0,,USD,3ML,1,1,25,0,,700,,0,1/31/2016,6/16/2016,,,0,0,0,1,25,1/1/2018,18-120P,19-120P,20-120P,0,0,700,1/31/2016,10-2606,,,,,,0,0,,
CD-215101025,SECTION P,F215101025,NUDE BB CRM,1002,,16-120P,,,,0,,USD,15ML,1,1,6,0,,1,,0,6/14/2016,6/9/2016,,,0,0,0,1,6,1/1/2018,18-120P,19-120P,20-120P,0,0,1,6/14/2016,10-2878,,,,,,0,0,,
CD-228520229,SECTION P,F228520229,DIOE ADDICT FLUID STICK229,0172,,16-120P,,,,0,,USD,PCS,1,1,5,0,,2,,0,6/22/2015,2/17/2016,,,0,0,0,1,5,1/1/2018,18-120P,19-120P,20-120P,0,0,2,6/22/2015,10-2174,,,,,,0,0,,
CD-200355319,SECTION P,F200355319,NAIL POLISH 319,0182,,16-120P,,,,0,,USD,PCS,1,1,22,0,,30,,0,5/31/2015,11/17/2015,,,0,0,0,1,22,1/1/2018,18-120P,19-120P,20-120P,0,0,30,5/31/2015,10-2105,,,,,,0,0,,
CD-214840539,SECTION P,F214840539,5 COLOR EYE SHADOW 539,0152,,16-120P,,,,0,,USD,PCS,1,1,12,0,,2,,0,9/10/2015,4/24/2016,,,0,0,0,1,12,1/1/2018,18-120P,19-120P,20-120P,0,0,2,9/10/2015,10-2344,,,,,,0,0,,
CD-269625451,SECTION P,F269625451,DIORSHOW ICONIC OVER CURL W/PROOF,0152,,16-120P,,,,0,,USD,PCS,1,1,17,0,,20,,0,3/15/2015,2/22/2016,,,0,0,0,1,17,1/1/2018,18-120P,19-120P,20-120P,0,0,20,3/15/2015,10-1923,,,,,,0,0,,
CD-273920559,SECTION P,F273920559,DIORSHOW KHOL STICK,0152,,16-120P,,,,0,,USD,PCS,1,1,3,0,,13,,0,3/15/2015,5/4/2016,,,0,0,0,1,3,1/1/2018,18-120P,19-120P,20-120P,0,0,13,3/15/2015,10-1923,,,,,,0,0,,
CD-228520449,SECTION P,F228520449,DIOR ADDICT FLUID STICK,0172,,16-120P,,,,0,,USD,PCS,1,1,2,0,,2,,0,6/14/2016,2/17/2016,,,0,0,0,1,2,1/1/2018,18-120P,19-120P,20-120P,0,0,2,6/14/2016,10-2878,,,,,,0,0,,
CD-228520779,SECTION P,F228520779,DIOR ADDICT FLUID STICK,0172,,16-120P,,,,0,,USD,PCS,1,1,5,0,,13,,0,3/15/2015,11/23/2015,,,0,0,0,1,5,1/1/2018,18-120P,19-120P,20-120P,0,0,13,3/15/2015,10-1923,,,,,,0,0,,
CD-200355239,SECTION P,F200355239,NAIL POLISH 239,0182,,16-120P,,,,0,,USD,PCS,1,1,0,0,,7,,0,3/15/2015,10/15/2015,,,0,0,0,1,0,1/1/2018,18-120P,19-120P,20-120P,0,0,7,3/15/2015,10-1923,,,,,,0,0,,
CD-200355464,SECTION P,F200355464,NAIL POLISH 464,0182,,16-120P,,,,0,,USD,PCS,1,1,0,0,,9,,0,3/15/2015,11/17/2015,,,0,0,0,1,0,1/1/2018,18-120P,19-120P,20-120P,0,0,9,3/15/2015,10-1923,,,,,,0,0,,
CD-200370869,SECTION P,F200370869,TOP COAT TIE DYE 869,0182,,16-120P,,,,0,,USD,PCS,1,1,1,0,,14,,0,3/15/2015,12/16/2015,,,0,0,0,1,1,1/1/2018,18-120P,19-120P,20-120P,0,0,14,3/15/2015,10-1923,,,,,,0,0,,
CD-694797000,SECTION P,F694797000,MU DSS3 DSK DIORBLUSH PIANO 15,0164,,16-120P,,,,0,,USD,PCS,1,1,1,0,,1,,0,2/24/2016,4/22/2015,,,0,0,0,1,1,1/1/2018,18-120P,19-120P,20-120P,0,0,1,2/24/2016,10-2639,,,,,,0,0,,
CD-203217010,SECTION P,F203217010,NUDE AIR POWDER,1002,,16-120P,,,,0,,USD,PCS,1,1,0,0,,2,,0,6/14/2016,6/29/2015,,,0,0,0,1,0,1/1/2018,18-120P,19-120P,20-120P,0,0,2,6/14/2016,10-2878,,,,,,0,0,,
CD-000370869,SECTION S,F000370869,TOP COAT TIE DYE 869,0231,,16-120,,,18.3,70.079,70.079,USD,PCS,1,1,35,70.079,70.079,0,,0,3/15/2015,1/4/2017,,,89.08,131,0,1,35,1/1/2018,18-120,19-120,25-120,18.3,70.0795,110,3/15/2015,10-1923,,,,,,0,0,,
CD-753875042,SECTION P,F753875042,BEAUT WOMAN TROUSERS 042 15,1033,,16-120P,,,,0,,USD,PCS,1,1,0,0,,6,,0,3/16/2015,4/26/2015,,,0,0,0,1,0,1/1/2018,18-120P,19-120P,20-120P,0,0,6,3/16/2015,10-1923,,,,,,0,0,,
CD-752876040,SECTION P,F752876040,BEAUT WOMAN DRESS 040 15,1033,,16-120P,,,,0,,USD,PCS,1,1,0,0,,3,,0,3/16/2015,3/30/2015,,,0,0,0,1,0,1/1/2018,18-120P,19-120P,20-120P,0,0,3,3/16/2015,10-1923,,,,,,0,0,,
CD-752873036,SECTION P,F752873036,BEAUTE WOMAN JACKET 036 15,1033,,16-120P,,,,0,,USD,PCS,1,1,0,0,,18,,0,3/16/2015,4/26/2015,,,0,0,0,1,0,1/1/2018,18-120P,19-120P,20-120P,0,0,18,3/16/2015,10-1923,,,,,,0,0,,
CD-752873038,SECTION P,F752873038,BEAUTE WOMAN JACKET 038 15,1033,,16-120P,,,,0,,USD,PCS,1,1,0,0,,20,,0,3/16/2015,4/26/2015,,,0,0,0,1,0,1/1/2018,18-120P,19-120P,20-120P,0,0,20,3/16/2015,10-1923,,,,,,0,0,,
CD-752873040,SECTION P,F752873040,BEAUTE WOMAN JACKET 040 15,1033,,16-120P,,,,0,,USD,PCS,1,1,0,0,,14,,0,3/16/2015,4/26/2015,,,0,0,0,1,0,1/1/2018,18-120P,19-120P,20-120P,0,0,14,3/16/2015,10-1923,,,,,,0,0,,
CD-752873042,SECTION P,F752873042,BEAUTE WOMAN JACKET 042 15,1033,,16-120P,,,,0,,USD,PCS,1,1,0,0,,2,,0,3/16/2015,3/30/2015,,,0,0,0,1,0,1/1/2018,18-120P,19-120P,20-120P,0,0,2,3/16/2015,10-1923,,,,,,0,0,,
CD-752873044,SECTION P,F752873044,BEAUTE WOMAN JACKET 044 15,1033,,16-120P,,,,0,,USD,PCS,1,1,0,0,,6,,0,3/16/2015,4/26/2015,,,0,0,0,1,0,1/1/2018,18-120P,19-120P,20-120P,0,0,6,3/16/2015,10-1923,,,,,,0,0,,
CD-752873046,SECTION P,F752873046,BEAUTE WOMAN JACKET 046 15,1033,,16-120P,,,,0,,USD,PCS,1,1,0,0,,2,,0,3/16/2015,4/26/2015,,,0,0,0,1,0,1/1/2018,18-120P,19-120P,20-120P,0,0,2,3/16/2015,10-1923,,,,,,0,0,,
CD-752873048,SECTION P,F752873048,BEAUTE WOMAN JACKET 048 15,1033,,16-120P,,,,0,,USD,PCS,1,1,0,0,,2,,0,3/16/2015,3/31/2015,,,0,0,0,1,0,1/1/2018,18-120P,19-120P,20-120P,0,0,2,3/16/2015,10-1923,,,,,,0,0,,
CD-753883002,SECTION P,F753883002,BEAT WOMAN T SHIRT XS,1033,,16-120P,,,,0,,USD,PCS,1,1,0,0,,2,,0,3/16/2015,3/30/2015,,,0,0,0,1,0,1/1/2018,18-120P,19-120P,20-120P,0,0,2,3/16/2015,10-1923,,,,,,0,0,,
CD-753883003,SECTION P,F753883003,BEAUT WOMAN T SHIRT S 15,1033,,16-120P,,,,0,,USD,PCS,1,1,0,0,,27,,0,3/16/2015,4/26/2015,,,0,0,0,1,0,1/1/2018,18-120P,19-120P,20-120P,0,0,27,3/16/2015,10-1923,,,,,,0,0,,
CD-753883004,SECTION P,F753883004,BEAUT WOMAN T SHIRT M 15,1033,,16-120P,,,,0,,USD,PCS,1,1,0,0,,30,,0,3/16/2015,4/26/2015,,,0,0,0,1,0,1/1/2018,18-120P,19-120P,20-120P,0,0,30,3/16/2015,10-1923,,,,,,0,0,,
CD-753883005,SECTION P,F753883005,BEAUT WOMAN T SHIRT L 15,1033,,16-120P,,,,0,,USD,PCS,1,1,0,0,,21,,0,3/16/2015,4/26/2015,,,0,0,0,1,0,1/1/2018,18-120P,19-120P,20-120P,0,0,21,3/16/2015,10-1923,,,,,,0,0,,
CD-753883006,SECTION P,F753883006,BEAUT WOMAN T SHIRT XL 15,1033,,16-120P,,,,0,,USD,PCS,1,1,0,0,,3,,0,3/16/2015,4/26/2015,,,0,0,0,1,0,1/1/2018,18-120P,19-120P,20-120P,0,0,3,3/16/2015,10-1923,,,,,,0,0,,
CD-753883007,SECTION P,F753883007,BEAUT WOMAN T SHIRT XXL 15,1033,,16-120P,,,,0,,USD,PCS,1,1,0,0,,9,,0,3/16/2015,4/26/2015,,,0,0,0,1,0,1/1/2018,18-120P,19-120P,20-120P,0,0,9,3/16/2015,10-1923,,,,,,0,0,,
CD-752861036,SECTION P,F752861036,BEAUTE WOMAN MID SEASON TOP 036 15,1033,,16-120P,,,,0,,USD,PCS,1,1,0,0,,18,,0,3/16/2015,4/26/2015,,,0,0,0,1,0,1/1/2018,18-120,19-120,20-120,0,0,18,3/16/2015,10-1923,,,,,,0,0,,
CD-752861038,SECTION P,F752861038,BEAUTE WOMAN MID SEASON TOP 038 15,1033,,16-120P,,,,0,,USD,PCS,1,1,0,0,,20,,0,3/16/2015,4/26/2015,,,0,0,0,1,0,1/1/2018,18-120P,19-120P,20-120P,0,0,20,3/16/2015,10-1923,,,,,,0,0,,
CD-752861040,SECTION P,F752861040,BEAUTE WOMAN MID SEASON TOP 040 15,1033,,16-120P,,,,0,,USD,PCS,1,1,0,0,,12,,0,3/16/2015,4/26/2015,,,0,0,0,1,0,1/1/2018,18-120P,19-120P,20-120P,0,0,12,3/16/2015,10-1923,,,,,,0,0,,
CD-752861042,SECTION P,F752861042,BEAUTE WOMAN MID SEASON TOP 042 15,1033,,16-120P,,,,0,,USD,PCS,1,1,0,0,,4,,0,3/16/2015,4/26/2015,,,0,0,0,1,0,1/1/2018,18-120P,19-120P,20-120P,0,0,4,3/16/2015,10-1923,,,,,,0,0,,
CD-752861044,SECTION P,F752861044,BEAUTE WOMAN MID SEASON TOP 044 15,1033,,16-120P,,,,0,,USD,PCS,1,1,0,0,,6,,0,3/16/2015,4/26/2015,,,0,0,0,1,0,1/1/2018,18-120P,19-120P,20-120P,0,0,6,3/16/2015,10-1923,,,,,,0,0,,
CD-752861046,SECTION P,F752861046,BEAUTE WOMAN MID SEASON TOP 046 15,1033,,16-120P,,,,0,,USD,PCS,1,1,0,0,,2,,0,3/16/2015,4/26/2015,,,0,0,0,1,0,1/1/2018,18-120P,19-120P,20-120P,0,0,2,3/16/2015,10-1923,,,,,,0,0,,
CD-752861048,SECTION P,F752861048,BEAUTE WOMAN MID SEASON TOP 048 15,1033,,16-120P,,,,0,,USD,PCS,1,1,0,0,,2,,0,3/16/2015,3/30/2015,,,0,0,0,1,0,1/1/2018,18-120P,19-120P,20-120P,0,0,2,3/16/2015,10-1923,,,,,,0,0,,
CD-753860036,SECTION P,F753860036,BEAUTE WOMAN SUMMER 036 TOP 15,1033,,16-120P,,,,0,,USD,PCS,1,1,0,0,,12,,0,3/16/2015,4/26/2015,,,0,0,0,1,0,1/1/2018,18-120P,19-120P,20-120P,0,0,12,3/16/2015,10-1923,,,,,,0,0,,
CD-753860038,SECTION P,F753860038,BEAUTE WOMAN SUMMER 038 TOP 15,1033,,16-120P,,,,0,,USD,PCS,1,1,0,0,,16,,0,3/16/2015,4/26/2015,,,0,0,0,1,0,1/1/2018,18-120P,19-120P,20-120P,0,0,16,3/16/2015,10-1923,,,,,,0,0,,
CD-753860040,SECTION P,F753860040,BEAUTE WOMAN SUMMER 040 TOP 15,1033,,16-120P,,,,0,,USD,PCS,1,1,0,0,,10,,0,3/16/2015,4/26/2015,,,0,0,0,1,0,1/1/2018,18-120P,19-120P,20-120P,0,0,10,3/16/2015,10-1923,,,,,,0,0,,
CD-753860044,SECTION P,F753860044,BEAUTE WOMAN SUMMER 044 TOP 15,1033,,16-120P,,,,0,,USD,PCS,1,1,0,0,,6,,0,3/16/2015,4/26/2015,,,0,0,0,1,0,1/1/2018,18-120P,19-120P,20-120P,0,0,6,3/16/2015,10-1923,,,,,,0,0,,
CD-753860046,SECTION P,F753860046,BEAUTE WOMAN SUMMER 046 TOP 15,1033,,16-120P,,,,0,,USD,PCS,1,1,0,0,,2,,0,3/16/2015,4/26/2015,,,0,0,0,1,0,1/1/2018,18-120P,19-120P,20-120P,0,0,2,3/16/2015,10-1923,,,,,,0,0,,
CD-753860048,SECTION P,F753860048,BEAUTE WOMAN SUMMER 048 TOP 15,1033,,16-120P,,,,0,,USD,PCS,1,1,0,0,,2,,0,3/16/2015,3/30/2015,,,0,0,0,1,0,1/1/2018,18-120P,19-120P,20-120P,0,0,2,3/16/2015,10-1923,,,,,,0,0,,
CD-753872003,SECTION P,F753872003,BEAUTE WOMAN WINTER KNITWEAR S 15,1033,,16-120P,,,,0,,USD,PCS,1,1,0,0,,18,,0,3/16/2015,4/26/2015,,,0,0,0,1,0,1/1/2018,18-120P,19-120P,20-120P,0,0,18,3/16/2015,10-1923,,,,,,0,0,,
CD-753872004,SECTION P,F753872004,BEAUTE WOMAN WINTER KNITWEAR M 15,1033,,16-120P,,,,0,,USD,PCS,1,1,0,0,,20,,0,3/16/2015,4/26/2015,,,0,0,0,1,0,1/1/2018,18-120P,19-120P,20-120P,0,0,20,3/16/2015,10-1923,,,,,,0,0,,
CD-753872006,SECTION P,F753872006,BEAUTE WOMAN WINTER KNITWEAR XL 15,1033,,16-120P,,,,0,,USD,PCS,1,1,0,0,,2,,0,3/16/2015,3/30/2015,,,0,0,0,1,0,1/1/2018,18-120P,19-120P,20-120P,0,0,2,3/16/2015,10-1923,,,,,,0,0,,
CD-753872007,SECTION P,F753872007,BEAUTE WOMAN WINTER KNITWEAR XXL 15,1033,,16-120P,,,,0,,USD,PCS,1,1,0,0,,6,,0,3/16/2015,4/26/2015,,,0,0,0,1,0,1/1/2018,18-120P,19-120P,20-120P,0,0,6,3/16/2015,10-1923,,,,,,0,0,,
CD-753872008,SECTION P,F753872008,BEAUTE WOMAN WINTER KNITWEAR 3XL 15,1033,,16-120P,,,,0,,USD,PCS,1,1,0,0,,4,,0,3/16/2015,4/26/2015,,,0,0,0,1,0,1/1/2018,18-120P,19-120P,20-120P,0,0,4,3/16/2015,10-1923,,,,,,0,0,,
CD-753875032,SECTION P,F753875032,BEAUTE WOMAN TROUSERS 032 15,1033,,16-120P,,,,0,,USD,PCS,1,1,0,0,,3,,0,3/16/2015,4/26/2015,,,0,0,0,1,0,1/1/2018,18-120P,19-120P,20-120P,0,0,3,3/16/2015,10-1923,,,,,,0,0,,
CD-753875036,SECTION P,F753875036,BEAUTE WOMAN TROUSERS 036 15,1033,,16-120P,,,,0,,USD,PCS,1,1,0,0,,21,,0,3/16/2015,4/26/2015,,,0,0,0,1,0,1/1/2018,18-120P,19-120P,20-120P,0,0,21,3/16/2015,10-1923,,,,,,0,0,,
CD-753875038,SECTION P,F753875038,BEAUTE WOMAN TROUSERS 038 15,1033,,16-120P,,,,0,,USD,PCS,1,1,0,0,,27,,0,3/16/2015,4/26/2015,,,0,0,0,1,0,1/1/2018,18-120P,19-120P,20-120P,0,0,27,3/16/2015,10-1923,,,,,,0,0,,
CD-753875040,SECTION P,F753875040,BEAUTE WOMAN TROUSERS 040 15,1033,,16-120P,,,,0,,USD,PCS,1,1,0,0,,21,,0,3/16/2015,4/26/2015,,,0,0,0,1,0,1/1/2018,18-120P,19-120P,20-120P,0,0,21,3/16/2015,10-1923,,,,,,0,0,,
CD-753875044,SECTION P,F753875044,BEAUTE WOMAN TROUSERS 044 15,1033,,16-120P,,,,0,,USD,PCS,1,1,0,0,,9,,0,3/16/2015,4/26/2015,,,0,0,0,1,0,1/1/2018,18-120P,19-120P,20-120P,0,0,9,3/16/2015,10-1923,,,,,,0,0,,
CD-753875046,SECTION P,F753875046,BEAUTE WOMAN TROUSERS 046 15,1033,,16-120P,,,,0,,USD,PCS,1,1,0,0,,9,,0,3/16/2015,4/26/2015,,,0,0,0,1,0,1/1/2018,18-120P,19-120P,20-120P,0,0,9,3/16/2015,10-1923,,,,,,0,0,,
CD-752874040,SECTION P,F752874040,BEAUTE WOMAN SKIRT 040 15,1033,,16-120P,,,,0,,USD,PCS,1,1,0,0,,4,,0,3/16/2015,4/26/2015,,,0,0,0,1,0,1/1/2018,18-120P,19-120P,20-120P,0,0,4,3/16/2015,10-1923,,,,,,0,0,,
CD-752876034,SECTION P,F752876034,BEAUTE WOMAN DRESS 034 15,1033,,16-120P,,,,0,,USD,PCS,1,1,0,0,,3,,0,3/16/2015,4/26/2015,,,0,0,0,1,0,1/1/2018,18-120P,19-120P,20-120P,0,0,3,3/16/2015,10-1923,,,,,,0,0,,
CD-753981034,SECTION P,F753981034,MU WOMAN CROP TOP 034 15,1033,,16-120P,,,,0,,USD,PCS,1,1,0,0,,3,,0,3/16/2015,4/26/2015,,,0,0,0,1,0,1/1/2018,18-120P,19-120P,20-120P,0,0,3,3/16/2015,10-1923,,,,,,0,0,,
CD-753884003,SECTION P,F753884003,MU WOMAN BLACK T SHIRT S 15,1033,,16-120P,,,,0,,USD,PCS,1,1,0,0,,3,,0,3/16/2015,4/26/2015,,,0,0,0,1,0,1/1/2018,18-120P,19-120P,20-120P,0,0,3,3/16/2015,10-1923,,,,,,0,0,,
CD-753872005,SECTION P,F753872005,BEAUT WOMAN WINTER KNITWEAR,1033,,16-120P,,,,0,,USD,PCS,1,1,0,0,,14,,0,3/16/2015,4/26/2015,,,0,0,0,1,0,1/1/2018,18-120P,19-120P,20-120P,0,0,14,3/16/2015,10-1923,,,,,,0,0,,
CD-753875034,SECTION P,F753875034,BEAUT WOMAN TROUSERS 034 15,1033,,16-120P,,,,0,,USD,PCS,1,1,0,0,,6,,0,3/16/2015,4/26/2015,,,0,0,0,1,0,1/1/2018,18-120P,19-120P,20-120P,0,0,6,3/16/2015,10-1923,,,,,,0,0,,
CD-430531000,SECTION P,F430531000,NUDE AIR STYLE BOOK 15,1003,,16-120P,,,,0,,USD,PCS,1,1,0,0,,19,,0,3/16/2015,3/24/2015,,,0,0,0,1,0,1/1/2018,18-120P,19-120P,20-120P,0,0,19,3/16/2015,10-1923,,,,,,0,0,,
CD-753883008,SECTION P,F753883008,BEAUT WOMAN T SHIRT 3XL,1033,,16-120P,,,,0,,USD,PCS,1,1,0,0,,6,,0,3/16/2015,4/26/2015,,,0,0,0,1,0,1/1/2018,18-120P,19-120P,20-120P,0,0,6,3/16/2015,10-1923,,,,,,0,0,,
CD-753860042,SECTION P,F753860042,BEAUTE WOMAN SUMMER 042  TOP 15,1033,,16-120P,,,,0,,USD,PCS,1,1,0,0,,2,,0,3/16/2015,4/26/2015,,,0,0,0,1,0,1/1/2018,18-120P,19-120P,20-120P,0,0,2,3/16/2015,10-1923,,,,,,0,0,,
CD-034432000,SECTION S,F034432000,SERUM SORBET,0354,,16-120,,,54.61,208.971,209.102,USD,30ML,1,1,17,208.971,208.971,0,,0,8/31/2015,5/3/2017,,,265.88,391,0,1,17,1/1/2018,18-120,19-120,25-120,54.61,209.1017,25,8/31/2015,10-2320,,,,,,0,0,,
CD-320202000,SECTION P,F320202000,MU BCKST PROS TG START PACK,1029,,16-120P,,,,0,,USD,PCS,1,1,2,0,,10,,0,3/24/2015,,,,0,0,0,1,2,1/1/2018,18-120P,19-120P,20-120P,0,0,5,3/24/2015,10-1941,,,,,,0,0,,
CD-878503000,SECTION P,F878503000,MU BCKST PROS TG BASE STRUCTURE,1029,,16-120P,,,,0,,USD,PCS,1,1,2,0,,10,,0,3/24/2015,,,,0,0,0,1,2,1/1/2018,18-120P,19-120P,20-120P,0,0,5,3/24/2015,10-1941,,,,,,0,0,,
CD-139033008,SECTION P,F139033008,DIOR PRESTIGE SER SPL CARD SACHET,0382,,16-120P,,,,0,,USD,1.5ML,1,1,125,0,,140,,0,1/31/2016,5/12/2016,,,0,0,0,1,150,1/1/2018,18-120P,19-120P,20-120P,0,0,140,1/31/2016,10-2606,,,,,,0,0,,
CD-648073008,SECTION P,F648073008,WHITE COLL,0382,,16-120P,,,,0,,USD,KIT,1,1,242,0,,250,,0,3/24/2015,6/30/2016,,,0,0,0,1,242,1/1/2018,18-120P,19-120P,20-120P,0,0,250,3/24/2015,10-1941,,,,,,0,0,,
CCP-310733000,SECTION P,F310733000,FEVE DELIC EDP REFILL,0002,,16-1203P,,,,0,,USD,125ML,1,1,2,0,0,2,,0,3/24/2015,,,,0,0,0,1,2,1/1/2018,18-1203,19-1203,20-1203,0,0,2,3/24/2015,10-1941,,,,,,0,0,,
CD-920044000,SECTION P,F920044000,BEAUTY FRAG SPECL BROOCH,1033,,16-120P,,,,0,,USD,PCS,1,1,0,0,,6,,0,3/27/2016,3/31/2016,,,0,0,0,1,0,1/1/2018,18-120P,19-120P,20-120P,0,0,6,3/27/2016,10-2719,,,,,,0,0,,
CD-920043000,SECTION P,F920043000,BEAUTY MANAGER BROOCH,1033,,16-120P,,,,0,,USD,PCS,1,1,0,0,,2,,0,3/24/2015,3/30/2015,,,0,0,0,1,0,1/1/2018,18-120P,19-120P,20-120P,0,0,2,3/24/2015,10-1941,,,,,,0,0,,
CD-920045000,SECTION P,920045000,BEAUTY MANAGER EXPERT BROOCH,1033,,16-120P,,,,0,,USD,PCS,1,1,0,0,,3,,0,3/24/2015,4/26/2015,,,0,0,0,1,0,1/1/2018,18-120P,19-120P,20-120P,0,0,3,3/24/2015,10-1941,,,,,,0,0,,
CD-920046000,SECTION P,F920046000,BEAUTY SKINCARE SPECL BROOCH,1033,,16-120P,,,,0,,USD,PCS,1,1,0,0,,6,,0,3/27/2016,3/31/2016,,,0,0,0,1,0,1/1/2018,18-120P,19-120P,20-120P,0,0,6,3/27/2016,10-2719,,,,,,0,0,,
CD-920047000,SECTION P,F920047000,BEAUTY SKINCARE EXPERT BROOCH,1033,,16-120P,,,,0,,USD,PCS,1,1,0,0,,3,,0,3/24/2015,4/26/2015,,,0,0,0,1,0,1/1/2018,18-120P,19-120P,20-120P,0,0,3,3/24/2015,10-1941,,,,,,0,0,,
CD-920049000,SECTION P,F920049000,BEAUTY COLOR STYLIST BROOCH,1033,,16-120P,,,,0,,USD,PCS,1,1,0,0,,6,,0,3/27/2016,3/31/2016,,,0,0,0,1,0,1/1/2018,18-120P,19-120P,20-120P,0,0,6,3/27/2016,10-2719,,,,,,0,0,,
CD-920050000,SECTION P,F920050000,BEAUTY M/UP ARTIST BROOCH,1033,,16-120P,,,,0,,USD,PCS,1,1,0,0,,3,,0,3/24/2015,4/26/2015,,,0,0,0,1,0,1/1/2018,18-120P,19-120P,20-120P,0,0,3,3/24/2015,10-1941,,,,,,0,0,,
CD-277325688,SECTION P,F277325688,ROUGE BRILLIANT 688,0172,,16-120P,,,,0,,USD,PCS,1,1,12,0,,2,,0,9/3/2015,5/18/2015,,,0,0,0,1,12,1/1/2018,18-120P,19-120P,20-120P,0,0,2,9/3/2015,10-2320,,,,,,0,0,,
CD-277325359,SECTION P,F277325359,ROUGE BRILLIANT 359,0172,,16-120P,,,,0,,USD,PCS,1,1,11,0,,2,,0,10/12/2015,2/23/2016,,,0,0,0,1,11,1/1/2018,18-120P,19-120P,20-120P,0,0,2,10/12/2015,10-2395,,,,,,0,0,,
CD-374630482,SECTION P,F374630482,ROUGE BRILLIANT BC ARGUMENT,0174,,16-120P,,,,0,,USD,PCS,1,1,0,0,,16,,0,3/24/2015,3/30/2015,,,0,0,0,1,0,1/1/2018,18-120P,19-120P,20-120P,0,0,16,3/24/2015,10-1941,,,,,,0,0,,
CD-374630483,SECTION P,F374630483,ROUGE BRILLIANT BC ARGUMENT,0174,,16-120P,,,,0,,USD,PCS,1,1,0,0,,15,,0,3/24/2015,3/30/2015,,,0,0,0,1,0,1/1/2018,18-120P,19-120P,20-120P,0,0,15,3/24/2015,10-1941,,,,,,0,0,,
CD-701064000,SECTION P,F701064000,SORBET HOLDER DISPLAY,0188,,16-120P,,,,0,,USD,PCS,1,1,1,0,,3,,0,3/24/2015,3/30/2015,,,0,0,0,1,1,1/1/2018,18-120P,19-120P,20-120P,0,0,3,3/24/2015,10-1941,,,,,,0,0,,
CD-590091000,SECTION P,F590091000,SORBET OUTPOST,0188,,16-120P,,,,0,,USD,PCS,1,1,1,0,,2,,0,3/24/2015,,,,0,0,0,1,1,1/1/2018,18-120P,19-120P,20-120P,0,0,2,3/24/2015,10-1941,,,,,,0,0,,
CD-310744100,SECTION P,F310744100,SORBET TG UPDATE,0188,,16-120P,,,,0,,USD,PCS,1,1,1,0,,9,,0,3/24/2015,,,,0,0,0,1,1,1/1/2018,18-120P,19-120P,20-120P,0,0,9,3/24/2015,10-1941,,,,,,0,0,,
CCP-190518000,SECTION P,F190518000,MILLY FORET MINI,0003,,16-1203P,,,,0,,USD,PCS,1,1,14,0,0,20,,0,3/24/2015,10/4/2017,,,0,0,0,1,14,1/1/2018,18-1203,19-1203,20-1203,0,0,20,3/24/2015,10-1941,,,,,,0,0,,
CD-014840556,SECTION S,F014840556,5 COULEURS E/SHADOW PALETTE 556,0200,,16-120,,,40.22,153.946,154.002,USD,PCS,1,1,16,153.946,153.946,0,,0,4/2/2015,5/11/2016,,,195.84,288,195.84,1,16,1/1/2018,18-120,19-120,25-120,40.22,154.0024,85,4/2/2015,10-1976,,,,,,0,0,,
CD-069625451,SECTION S,F069625451,DIRSHOW ICONIC OVERCURL W/P MASCARA,0200,,16-120,,,24.16,92.495,92.509,USD,PCS,1,1,55,92.495,92.495,0,,0,4/2/2015,2/11/2018,,,117.64,173,117.64,1,55,1/1/2018,18-120,19-120,25-120,24.16,92.5086,120,4/2/2015,10-1976,,,,,,0,0,,
